id,happiness
8345,3.946893
8346,3.230686
8347,2.9907646
8348,3.9456203
8349,4.0870743
8350,3.3953457
8351,3.990577
8352,3.5545323
8353,3.3758066
8354,4.197054
8355,3.622663
8356,4.1794777
8357,3.7741525
8358,3.714406
8359,3.5819023
8360,4.0148516
8361,3.8907764
8362,4.0428705
8363,3.6014662
8364,3.372842
8365,3.710939
8366,3.6349597
8367,4.1427073
8368,4.1665683
8369,3.2800603
8370,3.1333957
8371,4.019128
8372,3.8250322
8373,2.311078
8374,3.2483187
8375,4.3806734
8376,4.792783
8377,4.089266
8378,3.9405854
8379,4.2879915
8380,3.5257807
8381,4.384054
8382,3.8946002
8383,4.3617926
8384,3.4770262
8385,3.955129
8386,4.2155595
8387,4.0505295
8388,3.9621139
8389,3.3483214
8390,4.2362175
8391,3.592567
8392,3.1825418
8393,4.130549
8394,4.0303454
8395,4.048467
8396,3.7065065
8397,3.9436827
8398,3.4806728
8399,4.1703005
8400,4.0967245
8401,4.900601
8402,3.906914
8403,4.4694333
8404,3.908045
8405,4.5357113
8406,4.2114196
8407,3.9128451
8408,4.604028
8409,4.067563
8410,3.9848132
8411,4.103345
8412,3.5293963
8413,4.0057974
8414,4.230912
8415,3.5126076
8416,3.882559
8417,4.085432
8418,4.5751786
8419,3.7066123
8420,3.6650496
8421,4.1772766
8422,3.6399658
8423,4.1621237
8424,3.2559912
8425,3.9141603
8426,4.1475077
8427,3.6791186
8428,4.38223
8429,3.714644
8430,4.205433
8431,4.0341177
8432,4.072344
8433,3.847826
8434,4.1773915
8435,3.8919594
8436,3.6868052
8437,4.072695
8438,3.8900626
8439,3.3175123
8440,2.5960007
8441,4.1249127
8442,3.8790264
8443,3.9494078
8444,3.9980416
8445,3.43004
8446,3.621203
8447,3.5726733
8448,3.4406185
8449,3.4914439
8450,3.5332894
8451,2.8532143
8452,3.1577225
8453,4.227387
8454,4.116626
8455,3.633608
8456,3.9866443
8457,3.839906
8458,4.0101123
8459,4.32609
8460,3.7799494
8461,3.8337362
8462,3.379934
8463,4.075716
8464,3.7552352
8465,3.8798132
8466,4.612946
8467,2.5665698
8468,3.3239853
8469,4.2376266
8470,3.6428044
8471,3.986027
8472,4.3590603
8473,4.4212813
8474,4.0518646
8475,3.8543441
8476,4.2060227
8477,4.1934986
8478,3.7900865
8479,4.1004443
8480,3.0838144
8481,3.9888208
8482,3.4943662
8483,3.6050804
8484,4.3200665
8485,3.8424876
8486,4.704796
8487,4.117264
8488,4.074491
8489,4.568427
8490,4.1897783
8491,4.2310257
8492,4.208269
8493,4.2242002
8494,3.555879
8495,4.0237813
8496,4.6575556
8497,2.6728904
8498,3.397552
8499,4.1122875
8500,3.7262902
8501,3.9265168
8502,3.1673875
8503,4.2625694
8504,3.3067303
8505,2.829662
8506,4.098157
8507,4.0147038
8508,3.3806148
8509,4.6199546
8510,3.801025
8511,3.9304245
8512,4.105071
8513,3.9322815
8514,4.36028
8515,3.427664
8516,3.5425048
8517,3.4587526
8518,3.1333575
8519,4.3759847
8520,4.415014
8521,3.8737319
8522,3.1570868
8523,3.6504846
8524,3.4821997
8525,3.7522779
8526,4.4591484
8527,3.829855
8528,3.3662724
8529,3.6669989
8530,4.3290014
8531,4.277779
8532,3.9900725
8533,3.869511
8534,4.1955514
8535,4.140968
8536,3.5937626
8537,3.5984426
8538,3.8089347
8539,4.0461187
8540,4.1423664
8541,4.0080943
8542,3.4031577
8543,3.4913833
8544,3.8703356
8545,4.000172
8546,3.928339
8547,3.8873622
8548,4.166542
8549,3.335348
8550,3.7014914
8551,4.128453
8552,4.239789
8553,4.3977346
8554,3.8134232
8555,4.117401
8556,4.1202145
8557,3.7699494
8558,3.7483487
8559,3.8781664
8560,2.3676434
8561,4.009246
8562,4.409862
8563,3.4980397
8564,4.005107
8565,4.2737513
8566,4.224761
8567,4.234208
8568,3.1140072
8569,2.3727844
8570,4.1124973
8571,4.04191
8572,3.1940165
8573,2.1293216
8574,3.6975806
8575,4.067537
8576,3.7177606
8577,3.8293984
8578,3.963917
8579,4.180559
8580,4.3867607
8581,4.139736
8582,3.7056704
8583,4.230458
8584,3.9245071
8585,4.021949
8586,4.506195
8587,3.8453264
8588,4.5906606
8589,4.297886
8590,3.9580102
8591,4.0956974
8592,3.8604548
8593,3.8363323
8594,3.7082515
8595,2.472407
8596,4.209015
8597,3.8845146
8598,3.673462
8599,3.8626158
8600,3.9650218
8601,2.9409986
8602,2.95622
8603,3.7496002
8604,3.4269586
8605,3.2640004
8606,3.9744992
8607,3.8180523
8608,3.922099
8609,4.3019404
8610,2.942428
8611,4.498802
8612,3.5891538
8613,3.714792
8614,3.8328178
8615,4.4723926
8616,4.5676136
8617,3.8225365
8618,3.720288
8619,4.119671
8620,4.245282
8621,2.7018685
8622,4.229924
8623,4.695265
8624,3.4085326
8625,2.8708289
8626,4.3297386
8627,4.263796
8628,4.1487722
8629,3.9317636
8630,4.2213364
8631,3.8708715
8632,2.741084
8633,3.775597
8634,3.6552541
8635,3.350281
8636,3.7011526
8637,3.4983008
8638,4.1395984
8639,3.1093667
8640,3.2360587
8641,4.3866887
8642,2.7938597
8643,3.8017957
8644,4.351856
8645,3.480097
8646,3.59423
8647,3.516478
8648,4.14536
8649,4.482045
8650,3.432673
8651,4.1602273
8652,3.049097
8653,3.9361682
8654,4.462229
8655,3.428724
8656,3.8760672
8657,4.353018
8658,2.938017
8659,3.0143151
8660,4.0345078
8661,4.0763917
8662,4.139251
8663,4.541695
8664,3.3619916
8665,4.1353226
8666,4.0628576
8667,4.326133
8668,3.9156759
8669,3.6416879
8670,3.8018084
8671,3.386189
8672,4.1358385
8673,2.8911767
8674,4.532355
8675,3.3167167
8676,4.3548326
8677,3.6218143
8678,3.9202287
8679,3.9534297
8680,3.1629841
8681,3.8571732
8682,4.0644855
8683,3.8912737
8684,4.309574
8685,3.7707918
8686,4.1586103
8687,4.0120325
8688,4.204373
8689,4.0975695
8690,3.9651163
8691,4.100109
8692,4.104002
8693,3.8009622
8694,3.0857468
8695,3.960369
8696,4.003539
8697,4.0589876
8698,3.9579744
8699,3.8953502
8700,4.332902
8701,4.4403
8702,3.8768885
8703,4.0631227
8704,3.8297188
8705,3.341355
8706,3.3704507
8707,4.0265603
8708,4.1268454
8709,3.5184662
8710,4.105043
8711,3.6235154
8712,4.236432
8713,4.379591
8714,3.7655492
8715,4.5644975
8716,3.7204359
8717,4.319624
8718,3.5942755
8719,4.1386547
8720,3.9014442
8721,3.4618723
8722,4.0233097
8723,3.257697
8724,4.153623
8725,2.8462758
8726,3.820356
8727,4.109985
8728,3.2883806
8729,4.2859125
8730,3.0920992
8731,3.9865503
8732,3.962653
8733,3.947495
8734,3.6320558
8735,4.0300198
8736,3.324772
8737,4.302629
8738,4.152277
8739,4.2843356
8740,3.5756357
8741,3.8006282
8742,3.7606692
8743,4.12245
8744,3.378051
8745,3.8975823
8746,4.1687055
8747,4.266418
8748,4.54269
8749,4.0531235
8750,4.20231
8751,4.2858124
8752,3.3051474
8753,4.1044006
8754,3.5632515
8755,4.0562744
8756,2.7079082
8757,4.164258
8758,3.9667287
8759,4.2660885
8760,3.5882668
8761,3.7592645
8762,2.4074574
8763,3.9578502
8764,3.6698878
8765,3.5113466
8766,4.2737546
8767,3.8169699
8768,3.905866
8769,3.9380398
8770,3.8149655
8771,4.216262
8772,3.9632902
8773,4.17029
8774,4.1480856
8775,3.6882832
8776,4.143867
8777,4.090843
8778,3.5101044
8779,3.371522
8780,3.6522863
8781,3.0479572
8782,4.481943
8783,4.589466
8784,3.9893196
8785,4.175462
8786,3.953608
8787,3.3083367
8788,3.7636778
8789,3.667725
8790,3.793961
8791,2.690734
8792,3.639067
8793,4.106453
8794,4.3309007
8795,4.259189
8796,4.453101
8797,3.1997952
8798,3.9699237
8799,4.2094293
8800,3.7084045
8801,3.7434776
8802,3.3750315
8803,3.9562159
8804,4.2008
8805,3.7899318
8806,3.8630774
8807,4.004281
8808,4.773761
8809,4.0344276
8810,4.4650736
8811,2.508285
8812,4.137188
8813,4.7563224
8814,3.6131794
8815,4.531885
8816,3.3248792
8817,3.5475461
8818,3.6655755
8819,3.6959467
8820,2.896706
8821,3.9722452
8822,3.3844044
8823,4.3530273
8824,3.9194171
8825,3.6345103
8826,3.57831
8827,3.8245752
8828,3.9608006
8829,3.0510612
8830,3.4644928
8831,4.6497383
8832,3.6740859
8833,4.2966037
8834,3.735695
8835,3.8441281
8836,3.412371
8837,3.9483888
8838,4.040694
8839,3.5413487
8840,4.129573
8841,4.304099
8842,4.340535
8843,4.2155943
8844,3.8674052
8845,4.501205
8846,4.1502585
8847,2.8232102
8848,3.2874484
8849,2.8767002
8850,2.9331393
8851,4.161607
8852,3.1370885
8853,3.855799
8854,3.8402238
8855,3.0843303
8856,4.033518
8857,3.880398
8858,3.2386096
8859,3.390376
8860,3.9768496
8861,3.3889894
8862,3.580797
8863,4.0108004
8864,4.058383
8865,4.0080214
8866,4.1463556
8867,3.9879673
8868,4.2415075
8869,3.4875894
8870,4.0025997
8871,3.7020025
8872,4.1965275
8873,3.1975555
8874,3.3530922
8875,3.3135068
8876,3.7267
8877,4.4729156
8878,4.2157984
8879,3.9138665
8880,4.0294905
8881,4.137682
8882,3.488234
8883,3.056377
8884,3.6594274
8885,3.8641434
8886,2.8814983
8887,3.7032194
8888,4.6847105
8889,3.3593984
8890,4.3591075
8891,3.5800345
8892,3.5235832
8893,3.8428402
8894,3.9075
8895,4.838291
8896,3.9878428
8897,3.9509003
8898,3.6252756
8899,4.470284
8900,3.6203876
8901,3.947289
8902,3.3517478
8903,3.716581
8904,3.8514915
8905,3.6468468
8906,3.3060007
8907,4.1366057
8908,2.771402
8909,3.9028432
8910,4.2333517
8911,4.3192225
8912,4.524108
8913,4.139686
8914,4.364338
8915,4.220951
8916,3.6474166
8917,3.2439697
8918,4.039121
8919,4.3470907
8920,3.4161897
8921,3.3338785
8922,4.01356
8923,3.9022307
8924,3.8360162
8925,3.7127252
8926,4.1884856
8927,4.020031
8928,3.0842175
8929,4.348815
8930,4.7360168
8931,3.3864257
8932,4.011495
8933,2.9430714
8934,4.033862
8935,3.7357874
8936,3.602303
8937,3.2221146
8938,3.8166835
8939,3.9782684
8940,3.7739606
8941,3.4454536
8942,4.018956
8943,3.413261
8944,3.7149525
8945,4.1866503
8946,4.1898108
8947,3.3303792
8948,3.908039
8949,3.7907476
8950,3.8711698
8951,2.8252177
8952,4.2811203
8953,3.685263
8954,3.9145293
8955,3.6200883
8956,3.610826
8957,4.1122932
8958,4.0642986
8959,4.015601
8960,4.2191386
8961,3.5972953
8962,4.102655
8963,3.7693453
8964,4.2183104
8965,4.1889105
8966,4.029484
8967,4.197271
8968,3.8394246
8969,4.501083
8970,3.7129846
8971,3.9958363
8972,3.0890498
8973,3.2523592
8974,4.0263534
8975,3.9552526
8976,4.112999
8977,4.1787043
8978,3.905898
8979,4.3350058
8980,2.9783413
8981,4.087556
8982,2.8700342
8983,4.249855
8984,3.9639428
8985,4.0382032
8986,4.2831736
8987,3.7300365
8988,4.230885
8989,4.5285025
8990,3.6145203
8991,4.1514378
8992,4.1474304
8993,3.0850801
8994,3.6820087
8995,4.2427893
8996,3.5976152
8997,3.2949653
8998,3.7753463
8999,4.099413
9000,4.11627
9001,4.034575
9002,4.3542256
9003,3.9765642
9004,2.6144907
9005,4.3638372
9006,4.218766
9007,3.501453
9008,3.4826372
9009,3.6355622
9010,4.1736107
9011,4.0832224
9012,4.0761766
9013,3.6094377
9014,3.7482846
9015,3.7749703
9016,4.2958956
9017,4.0522785
9018,3.9765985
9019,3.9063473
9020,3.9796536
9021,3.9451973
9022,4.4624777
9023,2.8027356
9024,3.8086407
9025,3.3960018
9026,4.346907
9027,3.6573696
9028,3.9595609
9029,3.283719
9030,3.882144
9031,4.177031
9032,4.3995433
9033,3.5074508
9034,4.3726206
9035,4.0764604
9036,3.3255856
9037,4.283314
9038,4.0882754
9039,2.4979215
9040,3.8365283
9041,3.7307901
9042,3.2155654
9043,3.8659308
9044,3.8559465
9045,3.5980244
9046,3.3646681
9047,2.55996
9048,4.3027368
9049,4.093898
9050,4.2739277
9051,3.865804
9052,3.8669739
9053,3.982504
9054,3.0147355
9055,3.8337429
9056,3.6728628
9057,4.4843216
9058,3.947512
9059,3.9368732
9060,4.0558567
9061,3.8877513
9062,3.4811203
9063,3.7986422
9064,4.007332
9065,3.9393914
9066,3.28886
9067,3.8886654
9068,3.9072978
9069,3.3525872
9070,4.317952
9071,3.4641204
9072,3.855229
9073,4.440922
9074,3.3875308
9075,2.8679085
9076,3.7318418
9077,4.2101393
9078,3.368256
9079,4.179099
9080,3.6012602
9081,4.161805
9082,3.6211424
9083,4.1149035
9084,4.0951233
9085,4.3913217
9086,3.7710357
9087,4.6666694
9088,3.4190347
9089,4.431259
9090,3.7251248
9091,2.947151
9092,3.9214365
9093,3.7109718
9094,3.580054
9095,4.1505265
9096,4.1475797
9097,3.425625
9098,3.4949684
9099,3.3219411
9100,4.2079973
9101,4.021881
9102,4.363604
9103,4.0370555
9104,3.4625118
9105,3.5133328
9106,3.5138304
9107,3.99617
9108,4.3414774
9109,4.4455166
9110,3.8103402
9111,4.441193
9112,3.8848267
9113,4.056781
9114,4.004394
9115,3.7240791
9116,4.0064354
9117,4.201643
9118,4.356457
9119,4.4052277
9120,4.0057807
9121,3.6615846
9122,3.9740953
9123,3.655251
9124,3.612305
9125,3.7703283
9126,3.2196214
9127,4.3776197
9128,4.1471286
9129,2.9976628
9130,2.5762703
9131,4.2118177
9132,3.5825305
9133,3.8587577
9134,3.9493544
9135,3.8892467
9136,4.3805184
9137,3.7361684
9138,4.0922184
9139,3.0646546
9140,4.8446484
9141,3.7102542
9142,4.336668
9143,2.9996479
9144,4.2279835
9145,4.0926976
9146,4.24241
9147,2.4586716
9148,3.467676
9149,4.203783
9150,3.9759445
9151,4.5615644
9152,4.102781
9153,4.52182
9154,4.140671
9155,4.2502317
9156,4.1520844
9157,3.6669586
9158,3.6288753
9159,3.7918193
9160,2.5144548
9161,3.081676
9162,4.0002527
9163,4.245718
9164,3.9771721
9165,4.1518536
9166,3.908066
9167,3.6735704
9168,4.2319374
9169,3.9557257
9170,4.0204344
9171,3.303075
9172,4.056233
9173,4.250054
9174,3.932923
9175,4.47213
9176,3.5446706
9177,4.261178
9178,3.3069248
9179,3.7556305
9180,3.7523165
9181,4.050232
9182,2.0552485
9183,4.4260974
9184,3.2084546
9185,3.225631
9186,3.8325677
9187,3.9360301
9188,3.3966324
9189,4.037593
9190,2.1402378
9191,4.300274
9192,4.1540728
9193,4.208932
9194,4.0735273
9195,3.6927674
9196,3.863042
9197,4.3027005
9198,4.0163445
9199,4.425583
9200,3.6022515
9201,3.5254173
9202,3.8845916
9203,3.6648362
9204,4.1706696
9205,3.942658
9206,4.379551
9207,3.6247334
9208,4.1093283
9209,3.975963
9210,4.5031724
9211,3.1271966
9212,4.025486
9213,3.9004478
9214,4.1020107
9215,4.2590127
9216,4.02568
9217,3.7692924
9218,4.274468
9219,4.2203937
9220,3.9979613
9221,4.148845
9222,3.2167964
9223,3.9655101
9224,3.0437334
9225,3.5404584
9226,4.057541
9227,2.132272
9228,3.2023432
9229,3.597994
9230,3.9128566
9231,3.4693515
9232,4.0073166
9233,4.403314
9234,4.2142344
9235,2.5270305
9236,4.103492
9237,3.9538271
9238,3.8208587
9239,3.6689734
9240,4.083448
9241,4.7358284
9242,3.9856286
9243,4.2596364
9244,3.395183
9245,3.5099063
9246,4.2851667
9247,4.1623974
9248,4.650386
9249,4.2113504
9250,4.1214685
9251,3.1032467
9252,4.612337
9253,3.3945012
9254,3.8170488
9255,4.2476206
9256,4.008731
9257,3.9387922
9258,3.5754652
9259,4.2237864
9260,4.098667
9261,3.9033525
9262,3.4086025
9263,3.0669913
9264,3.6179519
9265,4.2382774
9266,3.610547
9267,3.7072558
9268,4.35139
9269,3.7415662
9270,4.595749
9271,4.584578
9272,4.169231
9273,3.5038326
9274,2.685229
9275,4.405283
9276,4.295339
9277,3.6160953
9278,3.3114579
9279,4.232019
9280,3.3142858
9281,4.11256
9282,3.9961667
9283,3.5554438
9284,4.236905
9285,3.7783782
9286,3.7260728
9287,4.2787724
9288,2.654824
9289,3.7043617
9290,3.5732288
9291,4.416861
9292,3.4307942
9293,3.6581373
9294,3.8606753
9295,2.816132
9296,4.6440687
9297,3.778075
9298,3.3066342
9299,3.0371969
9300,3.7475398
9301,4.3918276
9302,4.1945763
9303,4.5276675
9304,2.987204
9305,4.0213304
9306,3.9008389
9307,3.865409
9308,4.236866
9309,4.056477
9310,3.0780985
9311,4.4328737
9312,2.8614118
9313,4.5452313
9314,3.652134
9315,3.2713978
9316,4.015355
9317,3.656785
9318,3.5556693
9319,4.29182
9320,3.512473
9321,4.1623173
9322,3.8097994
9323,3.8127384
9324,3.1425016
9325,3.3767605
9326,3.7279003
9327,4.711127
9328,3.174283
9329,3.7450335
9330,3.5746262
9331,3.8787818
9332,4.1695623
9333,4.095111
9334,3.674886
9335,3.7238576
9336,3.8900385
9337,4.102215
9338,4.0860996
9339,3.9993405
9340,4.112171
9341,2.9815304
9342,3.909342
9343,3.7152565
9344,3.7026055
9345,3.492359
9346,3.6802661
9347,3.360181
9348,3.5419242
9349,3.8482876
9350,3.350482
9351,4.09566
9352,3.8905942
9353,3.1649861
9354,3.8525198
9355,4.3246837
9356,3.7345667
9357,4.2393064
9358,4.0286217
9359,3.508202
9360,2.1990733
9361,3.9480162
9362,4.2985415
9363,3.977409
9364,3.3086724
9365,3.2201815
9366,4.3277283
9367,4.2145367
9368,4.645615
9369,4.1677876
9370,4.4617176
9371,3.945464
9372,3.9781923
9373,3.9035501
9374,3.5182502
9375,4.071765
9376,3.551858
9377,3.8521943
9378,3.875904
9379,4.333154
9380,3.8859656
9381,4.164463
9382,4.305952
9383,3.3240812
9384,4.146327
9385,3.974841
9386,4.5558233
9387,4.022208
9388,4.143123
9389,4.3024254
9390,4.0077963
9391,2.7189167
9392,3.7523057
9393,4.2760124
9394,4.3273687
9395,3.5068338
9396,3.7206721
9397,4.484313
9398,3.493156
9399,3.3448215
9400,4.154173
9401,3.8793032
9402,3.855194
9403,4.5279026
9404,3.6713207
9405,4.1923766
9406,3.99283
9407,2.8324432
9408,4.412132
9409,3.9287357
9410,3.8344204
9411,4.2231073
9412,2.859873
9413,4.3015223
9414,4.198741
9415,3.6069446
9416,3.452912
9417,3.7576191
9418,4.0918403
9419,3.4281924
9420,4.1912313
9421,4.4961576
9422,4.003583
9423,3.574785
9424,3.2309322
9425,3.8465366
9426,3.5485554
9427,3.8936174
9428,3.884085
9429,3.313408
9430,3.1158543
9431,3.3069606
9432,3.7794783
9433,3.8975255
9434,3.4737654
9435,3.3773606
9436,3.6055577
9437,3.4115992
9438,3.6181433
9439,3.8502283
9440,2.881128
9441,4.1445227
9442,3.3668838
9443,4.2937856
9444,4.1116734
9445,4.272127
9446,4.494835
9447,3.595816
9448,4.1166162
9449,4.1277614
9450,3.210647
9451,4.22785
9452,4.5582957
9453,4.1294785
9454,3.8574486
9455,3.8710356
9456,3.9117253
9457,4.490557
9458,3.8699222
9459,3.7997892
9460,3.9916968
9461,2.9212637
9462,3.841474
9463,3.8194027
9464,3.843328
9465,4.096528
9466,3.2791605
9467,3.8798923
9468,4.059039
9469,4.0412984
9470,3.9907038
9471,3.2189426
9472,3.9448073
9473,3.456863
9474,4.283922
9475,3.6545444
9476,4.3905153
9477,4.6377735
9478,3.278423
9479,4.040002
9480,4.071528
9481,2.4780831
9482,4.3491373
9483,4.007507
9484,4.5431485
9485,3.888547
9486,4.222727
9487,3.0601728
9488,4.225877
9489,3.7949777
9490,4.2082415
9491,4.0969257
9492,3.7261631
9493,3.9294136
9494,2.711228
9495,4.439416
9496,3.4712114
9497,3.713263
9498,4.2384043
9499,2.60812
9500,3.542711
9501,3.9708607
9502,4.2165546
9503,3.7663019
9504,3.8714802
9505,4.405307
9506,3.6876595
9507,3.7458642
9508,3.526706
9509,3.6465874
9510,4.0714836
9511,3.9555254
9512,4.07283
9513,3.7802439
9514,3.7002296
9515,4.02736
9516,4.2227945
9517,2.692779
9518,4.01606
9519,3.962363
9520,3.9008229
9521,4.055745
9522,3.6736784
9523,3.390627
9524,3.8521612
9525,2.6962273
9526,3.698418
9527,3.1113617
9528,3.3074336
9529,3.6385555
9530,4.163995
9531,4.5048246
9532,3.0382147
9533,3.585101
9534,2.814412
9535,3.0271084
9536,4.1658115
9537,3.864334
9538,3.9028256
9539,3.5426292
9540,3.0437367
9541,3.5107894
9542,4.341357
9543,3.5473475
9544,3.2517927
9545,4.0073633
9546,3.8277898
9547,3.4346323
9548,4.1023455
9549,3.272432
9550,4.3982553
9551,3.5040073
9552,3.8054051
9553,4.432583
9554,3.9179304
9555,3.9924216
9556,3.432055
9557,2.3806906
9558,3.7467787
9559,4.1516657
9560,3.3126144
9561,4.3500347
9562,4.237782
9563,4.159919
9564,3.452142
9565,4.320836
9566,4.216742
9567,3.5241933
9568,4.199578
9569,4.1476007
9570,3.9389527
9571,3.9676318
9572,3.8998935
9573,3.3939967
9574,3.9566166
9575,4.0568404
9576,4.2664075
9577,4.0522013
9578,4.0875244
9579,4.033408
9580,4.6356583
9581,4.098691
9582,3.5144718
9583,4.0489864
9584,2.9587142
9585,4.2958937
9586,3.7006238
9587,3.5421667
9588,3.4511664
9589,4.210438
9590,4.629584
9591,3.441582
9592,3.5207524
9593,3.965032
9594,3.697356
9595,4.031096
9596,3.734952
9597,3.9458146
9598,3.986627
9599,2.9347172
9600,4.4398227
9601,4.446221
9602,4.138145
9603,4.492389
9604,3.3891835
9605,3.865284
9606,4.215499
9607,3.9587657
9608,3.1176617
9609,4.1005993
9610,3.67181
9611,3.5643873
9612,3.7699018
9613,4.3413982
9614,4.1399436
